ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1430927066.22448,dbt2,56143,10,mark,dbt2-client,,-1,2015-05-06 17:44:24.936923+02,,2015-05-06 17:44:26.222301+02,f,COMMIT,idle,2015-05-06 17:44:26.223021+02
1430927066.22448,dbt2,56147,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.036967+02,,2015-05-06 17:44:26.210515+02,f,COMMIT,idle,2015-05-06 17:44:26.210818+02
1430927066.22448,dbt2,56151,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.137122+02,2015-05-06 17:44:26.223499+02,2015-05-06 17:44:26.227929+02,f,COMMIT,active,2015-05-06 17:44:26.227929+02
1430927066.22448,dbt2,56153,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.237234+02,,2015-05-06 17:44:26.21373+02,f,COMMIT,idle,2015-05-06 17:44:26.214448+02
1430927066.22448,dbt2,56155,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.337369+02,,2015-05-06 17:44:26.205231+02,f,COMMIT,idle,2015-05-06 17:44:26.20526+02
1430927066.22448,dbt2,56157,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.437524+02,,2015-05-06 17:44:26.207502+02,f,COMMIT,idle,2015-05-06 17:44:26.2087+02
1430927066.22448,dbt2,56159,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.537737+02,,2015-05-06 17:44:26.209624+02,f,COMMIT,idle,2015-05-06 17:44:26.209915+02
1430927066.22448,dbt2,56161,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.637888+02,2015-05-06 17:44:26.211066+02,2015-05-06 17:44:26.211132+02,f,"SELECT delivery(3, 8)",active,2015-05-06 17:44:26.211133+02
1430927066.22448,dbt2,56163,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.737997+02,,2015-05-06 17:44:26.218214+02,f,COMMIT,idle,2015-05-06 17:44:26.219478+02
1430927066.22448,dbt2,56165,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.838156+02,2015-05-06 17:44:26.223259+02,2015-05-06 17:44:26.223723+02,f,FETCH ALL IN mycursor,active,2015-05-06 17:44:26.223724+02
1430927066.22448,dbt2,56167,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.938269+02,,2015-05-06 17:44:26.222344+02,f,COMMIT,idle,2015-05-06 17:44:26.223279+02
1430927066.22448,dbt2,56228,10,mark,dbt2-client,,-1,2015-05-06 17:44:26.038373+02,,2015-05-06 17:44:26.218753+02,f,COMMIT,idle,2015-05-06 17:44:26.219927+02
1430927066.22448,dbt2,56261,10,mark,dbt2-client,,-1,2015-05-06 17:44:26.138501+02,,2015-05-06 17:44:26.207739+02,f,COMMIT,idle,2015-05-06 17:44:26.20901+02
1430927066.22448,dbt2,56293,10,mark,psql,,-1,2015-05-06 17:44:26.22144+02,2015-05-06 17:44:26.22385+02,2015-05-06 17:44:26.22385+02,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-06 17:44:26.223857+02
1430927066.22448,dbt2,56294,10,mark,psql,,-1,2015-05-06 17:44:26.221611+02,2015-05-06 17:44:26.224104+02,2015-05-06 17:44:26.224104+02,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-06 17:44:26.224111+02
1430927066.22448,dbt2,56295,10,mark,psql,,-1,2015-05-06 17:44:26.221798+02,2015-05-06 17:44:26.22448+02,2015-05-06 17:44:26.22448+02,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-06 17:44:26.224489+02
1430927066.22448,dbt2,56296,10,mark,psql,,-1,2015-05-06 17:44:26.222263+02,2015-05-06 17:44:26.22465+02,2015-05-06 17:44:26.22465+02,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-06 17:44:26.224657+02
1430927126.22441,dbt2,56143,10,mark,dbt2-client,,-1,2015-05-06 17:44:24.936923+02,2015-05-06 17:45:26.219238+02,2015-05-06 17:45:26.219891+02,t,"SELECT payment(1, 10, 991, 1, 10, '', 2398.240000)",active,2015-05-06 17:45:26.219892+02
1430927126.22441,dbt2,56147,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.036967+02,2015-05-06 17:45:26.198424+02,2015-05-06 17:45:26.198464+02,f,"SELECT payment(4, 10, 0, 1, 1, 'ESEOUGHTBAR', 4.400000)",active,2015-05-06 17:45:26.198465+02
1430927126.22441,dbt2,56151,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.137122+02,,2015-05-06 17:45:26.223872+02,f,COMMIT,idle,2015-05-06 17:45:26.225619+02
1430927126.22441,dbt2,56153,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.237234+02,2015-05-06 17:45:26.225766+02,2015-05-06 17:45:26.225984+02,f,FETCH ALL IN mycursor,active,2015-05-06 17:45:26.225985+02
1430927126.22441,dbt2,56155,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.337369+02,2015-05-06 17:45:26.212108+02,2015-05-06 17:45:26.212147+02,t,"SELECT payment(4, 4, 1016, 4, 4, '', 3376.580000)",active,2015-05-06 17:45:26.212147+02
1430927126.22441,dbt2,56157,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.437524+02,2015-05-06 17:45:26.225966+02,2015-05-06 17:45:26.225966+02,f,BEGIN,idle in transaction,2015-05-06 17:45:26.225977+02
1430927126.22441,dbt2,56159,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.537737+02,2015-05-06 17:45:26.204687+02,2015-05-06 17:45:26.204723+02,t,"SELECT payment(4, 1, 2936, 4, 1, '', 1326.910000)",active,2015-05-06 17:45:26.204724+02
1430927126.22441,dbt2,56161,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.637888+02,2015-05-06 17:45:26.22182+02,2015-05-06 17:45:26.224229+02,f,COMMIT,active,2015-05-06 17:45:26.224229+02
1430927126.22441,dbt2,56163,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.737997+02,2015-05-06 17:45:26.205991+02,2015-05-06 17:45:26.206029+02,t,"SELECT payment(4, 4, 1467, 4, 4, '', 2785.180000)",active,2015-05-06 17:45:26.20603+02
1430927126.22441,dbt2,56165,10,mark,dbt2-client,,-1,2015-05-06 17:44:25.838156+02,2015-05-06 17:45:26.214001+02,2015-05-06 17:45:26.214035+02,t,"SELECT payment(1, 7, 956, 1, 7, '', 1609.050000)",active,2015-05-06 17:45:26.214035+02
